year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,3,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",93.00,15.00,9.00,1.00,0.00,0.00,5.00,1.00,0.00,1368.00,1091.00,36.00,0.00,0.00,241.00
2023,3,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",212.00,57.00,20.16,0.00,13.40,0.00,23.44,2.00,0.00,2901.00,914.00,0.00,575.00,0.00,1412.00
2023,3,UA,United Air Lines Inc.,ALB,"Albany, NY: Albany International",54.00,10.00,2.07,0.38,2.07,0.00,5.47,1.00,0.00,740.00,72.00,90.00,67.00,0.00,511.00
2023,3,UA,United Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31.00,5.00,3.64,0.00,0.50,0.00,0.86,0.00,0.00,270.00,182.00,0.00,26.00,0.00,62.00
2023,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",709.00,176.00,63.39,0.00,58.65,0.00,53.96,4.00,3.00,7836.00,2782.00,0.00,2072.00,0.00,2982.00
2023,3,UA,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",782.00,185.00,73.70,1.32,53.21,0.00,56.77,4.00,1.00,9084.00,3238.00,146.00,2031.00,0.00,3669.00
2023,3,UA,United Air Lines Inc.,BDL,"Hartford, CT: Bradley International",135.00,22.00,7.68,0.21,8.75,0.00,5.37,3.00,0.00,652.00,179.00,20.00,239.00,0.00,214.00
2023,3,UA,United Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",62.00,17.00,6.75,0.00,0.54,0.00,9.71,0.00,1.00,707.00,237.00,0.00,19.00,0.00,451.00
2023,3,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",562.00,147.00,57.06,0.90,43.21,0.00,45.83,4.00,2.00,8428.00,2804.00,88.00,2534.00,0.00,3002.00
2023,3,UA,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",94.00,21.00,7.17,0.00,5.14,0.00,8.68,0.00,0.00,1109.00,354.00,0.00,228.00,0.00,527.00
2023,3,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",1045.00,186.00,77.30,4.54,34.38,0.00,69.78,22.00,0.00,10762.00,3642.00,792.00,1153.00,0.00,5175.00
2023,3,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",31.00,15.00,9.69,0.00,0.51,0.00,4.81,0.00,0.00,520.00,342.00,0.00,14.00,0.00,164.00
2023,3,UA,United Air Lines Inc.,BTV,"Burlington, VT: Burlington International",134.00,29.00,11.12,0.80,3.69,0.00,13.38,8.00,0.00,1664.00,666.00,24.00,107.00,0.00,867.00
2023,3,UA,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",80.00,17.00,4.43,0.00,3.18,0.00,9.39,5.00,0.00,967.00,187.00,0.00,66.00,0.00,714.00
2023,3,UA,United Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",33.00,13.00,3.22,0.00,3.20,0.00,6.58,0.00,0.00,551.00,184.00,0.00,79.00,0.00,288.00
2023,3,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",263.00,43.00,17.44,0.00,5.15,0.00,20.41,1.00,0.00,2347.00,654.00,0.00,167.00,0.00,1526.00
2023,3,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",244.00,46.00,16.92,1.24,8.82,0.00,19.03,1.00,1.00,4775.00,755.00,405.00,361.00,0.00,3254.00
2023,3,UA,United Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",252.00,46.00,10.80,1.00,18.57,0.00,15.63,2.00,0.00,2775.00,683.00,15.00,560.00,0.00,1517.00
2023,3,UA,United Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",91.00,32.00,12.17,0.00,2.89,0.00,16.94,0.00,0.00,1740.00,434.00,0.00,92.00,0.00,1214.00
2023,3,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",651.00,114.00,40.26,0.89,22.90,0.00,49.95,3.00,1.00,5896.00,1785.00,38.00,685.00,0.00,3388.00
2023,3,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",329.00,87.00,32.43,0.02,27.32,0.00,27.24,1.00,1.00,4731.00,1724.00,4.00,809.00,0.00,2194.00
2023,3,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",223.00,47.00,17.94,0.00,10.90,0.00,18.17,1.00,1.00,2561.00,875.00,0.00,542.00,0.00,1144.00
2023,3,UA,United Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",31.00,9.00,4.06,0.00,2.79,0.00,2.15,0.00,0.00,430.00,196.00,0.00,71.00,0.00,163.00
2023,3,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",212.00,48.00,14.00,0.00,6.92,0.00,27.08,1.00,0.00,3021.00,774.00,0.00,492.00,0.00,1755.00
2023,3,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",415.00,80.00,36.33,0.64,23.06,0.00,19.96,1.00,0.00,4451.00,2096.00,76.00,930.00,0.00,1349.00
2023,3,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",7622.00,1413.00,404.63,17.15,514.39,0.00,476.83,30.00,8.00,87710.00,28151.00,2006.00,20459.00,0.00,37094.00
2023,3,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",638.00,177.00,51.35,0.95,77.67,0.00,47.04,3.00,8.00,11988.00,3483.00,212.00,3669.00,0.00,4624.00
2023,3,UA,United Air Lines Inc.,DRO,"Durango, CO: Durango La Plata County",7.00,3.00,1.06,0.00,0.00,0.00,1.94,0.00,0.00,191.00,74.00,0.00,0.00,0.00,117.00
2023,3,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",139.00,44.00,27.08,0.25,8.49,0.00,8.18,1.00,0.00,2167.00,903.00,70.00,301.00,0.00,893.00
2023,3,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",225.00,54.00,20.21,0.00,6.69,0.00,27.10,3.00,1.00,4056.00,1149.00,0.00,629.00,0.00,2278.00
2023,3,UA,United Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",89.00,13.00,4.65,0.02,5.00,0.00,3.33,1.00,0.00,660.00,224.00,2.00,184.00,0.00,250.00
2023,3,UA,United Air Lines Inc.,ELP,"El Paso, TX: El Paso International",77.00,15.00,7.00,0.00,4.83,0.00,3.17,0.00,0.00,573.00,211.00,0.00,102.00,0.00,260.00
2023,3,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",90.00,16.00,6.27,0.00,1.10,0.00,8.63,0.00,0.00,1102.00,551.00,0.00,38.00,0.00,513.00
2023,3,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",6692.00,1400.00,360.42,20.27,562.91,0.00,456.40,61.00,14.00,92520.00,26749.00,2577.00,27479.00,0.00,35715.00
2023,3,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",34.00,13.00,5.44,0.00,2.81,0.00,4.74,0.00,1.00,568.00,178.00,0.00,83.00,0.00,307.00
2023,3,UA,United Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",66.00,13.00,4.63,0.00,2.24,0.00,6.13,0.00,0.00,572.00,163.00,0.00,71.00,0.00,338.00
2023,3,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",817.00,228.00,62.99,1.26,95.67,0.00,68.09,3.00,0.00,16298.00,4863.00,176.00,5498.00,0.00,5761.00
2023,3,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",48.00,15.00,6.40,0.00,2.68,0.00,5.92,0.00,0.00,549.00,256.00,0.00,60.00,0.00,233.00
2023,3,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",62.00,17.00,9.95,0.00,3.45,0.00,3.60,0.00,0.00,1059.00,584.00,0.00,104.00,0.00,371.00
2023,3,UA,United Air Lines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",31.00,9.00,4.98,0.00,1.75,0.00,2.28,0.00,0.00,576.00,170.00,0.00,39.00,0.00,367.00
2023,3,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",101.00,26.00,12.44,0.00,7.17,0.00,6.38,1.00,0.00,1093.00,472.00,0.00,256.00,0.00,365.00
2023,3,UA,United Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",108.00,27.00,12.47,0.00,1.36,0.00,13.17,1.00,0.00,1681.00,608.00,0.00,63.00,0.00,1010.00
2023,3,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",62.00,19.00,10.88,0.00,2.95,0.00,5.17,0.00,0.00,960.00,294.00,0.00,92.00,0.00,574.00
2023,3,UA,United Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",111.00,36.00,11.42,2.49,11.68,0.00,10.40,0.00,2.00,2347.00,458.00,812.00,471.00,0.00,606.00
2023,3,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",423.00,152.00,61.14,2.49,73.75,0.00,14.61,1.00,1.00,8037.00,3951.00,92.00,2627.00,0.00,1367.00
2023,3,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2710.00,424.00,146.53,5.35,121.49,0.00,150.64,16.00,0.00,27246.00,9263.00,581.00,4880.00,0.00,12522.00
2023,3,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5843.00,1285.00,342.24,15.24,560.51,0.37,366.65,19.00,6.00,70392.00,23203.00,1679.00,18945.00,27.00,26538.00
2023,3,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",50.00,13.00,5.55,0.99,4.28,0.00,2.19,1.00,0.00,1774.00,960.00,618.00,93.00,0.00,103.00
2023,3,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",206.00,43.00,21.21,0.00,6.58,0.00,15.21,3.00,0.00,2177.00,1036.00,0.00,189.00,0.00,952.00
2023,3,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",171.00,35.00,10.80,0.86,8.68,0.00,14.66,3.00,2.00,2133.00,613.00,73.00,315.00,0.00,1132.00
2023,3,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",271.00,70.00,20.66,0.57,24.80,0.00,23.97,0.00,0.00,2948.00,882.00,89.00,710.00,0.00,1267.00
2023,3,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",136.00,42.00,17.10,0.27,18.39,0.00,6.24,0.00,0.00,2244.00,990.00,8.00,665.00,0.00,581.00
2023,3,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1119.00,323.00,91.34,2.39,154.42,0.00,74.85,5.00,0.00,19271.00,4473.00,513.00,7872.00,0.00,6413.00
2023,3,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1958.00,412.00,135.40,2.05,171.42,0.00,103.13,10.00,1.00,22425.00,7987.00,250.00,5468.00,0.00,8720.00
2023,3,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",557.00,123.00,31.90,1.19,49.44,0.00,40.47,6.00,0.00,6870.00,1615.00,216.00,2784.00,0.00,2255.00
2023,3,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",126.00,42.00,14.29,0.74,22.59,0.00,4.37,0.00,0.00,2512.00,979.00,58.00,909.00,0.00,566.00
2023,3,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",301.00,85.00,27.57,0.29,25.12,0.00,32.02,0.00,0.00,4765.00,1416.00,65.00,920.00,0.00,2364.00
2023,3,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1200.00,298.00,91.97,4.57,136.08,0.00,65.38,7.00,2.00,17001.00,4903.00,559.00,6802.00,0.00,4737.00
2023,3,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",30.00,6.00,1.61,1.00,1.39,0.00,2.00,0.00,0.00,430.00,119.00,210.00,33.00,0.00,68.00
2023,3,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",124.00,49.00,19.72,0.74,11.07,0.00,17.47,0.00,0.00,2732.00,1209.00,31.00,391.00,0.00,1101.00
2023,3,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",38.00,9.00,3.28,0.00,1.15,0.00,4.56,0.00,0.00,473.00,176.00,0.00,30.00,0.00,267.00
2023,3,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",33.00,7.00,3.74,0.00,0.00,0.00,3.26,0.00,0.00,505.00,120.00,0.00,0.00,0.00,385.00
2023,3,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",554.00,158.00,48.58,1.82,72.89,0.00,34.71,2.00,1.00,9095.00,2631.00,259.00,3411.00,0.00,2794.00
2023,3,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,88.00,0.00,0.00,0.00,0.00
2023,3,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",146.00,33.00,13.18,0.00,4.29,0.00,15.53,1.00,0.00,2647.00,1117.00,0.00,183.00,0.00,1347.00
2023,3,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula Montana",62.00,16.00,6.52,0.00,0.58,0.00,8.90,0.00,0.00,809.00,317.00,0.00,17.00,0.00,475.00
2023,3,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",414.00,81.00,34.40,1.00,18.32,0.18,27.10,6.00,0.00,4748.00,1610.00,742.00,621.00,32.00,1743.00
2023,3,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",628.00,141.00,46.96,1.02,37.24,0.00,55.78,3.00,0.00,8063.00,2355.00,129.00,1492.00,0.00,4087.00
2023,3,UA,United Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",100.00,32.00,9.27,0.00,14.15,0.00,8.58,0.00,0.00,1440.00,469.00,0.00,415.00,0.00,556.00
2023,3,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",217.00,82.00,18.04,1.70,50.73,0.00,11.53,2.00,0.00,4424.00,1125.00,57.00,1774.00,0.00,1468.00
2023,3,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",277.00,58.00,19.26,0.00,13.01,0.00,25.72,3.00,0.00,2863.00,918.00,0.00,440.00,0.00,1505.00
2023,3,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",90.00,30.00,17.24,0.00,3.16,0.00,9.60,1.00,0.00,1565.00,815.00,0.00,103.00,0.00,647.00
2023,3,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6809.00,1278.00,386.94,17.19,474.60,0.57,398.70,56.00,18.00,90888.00,31340.00,2723.00,21083.00,32.00,35710.00
2023,3,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",178.00,53.00,26.42,0.83,8.87,0.00,16.87,2.00,0.00,2239.00,929.00,15.00,234.00,0.00,1061.00
2023,3,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",340.00,120.00,28.24,1.00,56.99,0.00,33.77,2.00,0.00,7697.00,1774.00,81.00,3088.00,0.00,2754.00
2023,3,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",510.00,111.00,46.15,1.00,27.46,0.04,36.34,2.00,1.00,5959.00,2488.00,15.00,1034.00,2.00,2420.00
2023,3,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",266.00,43.00,16.13,0.07,5.10,0.00,21.69,1.00,1.00,2962.00,1165.00,13.00,131.00,0.00,1653.00
2023,3,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",876.00,190.00,66.28,0.08,79.81,0.00,43.84,3.00,4.00,9777.00,3384.00,6.00,3351.00,0.00,3036.00
2023,3,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",211.00,44.00,15.88,0.00,5.48,0.00,22.65,0.00,2.00,2294.00,749.00,0.00,116.00,0.00,1429.00
2023,3,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",80.00,20.00,7.44,0.00,1.89,0.00,10.67,0.00,0.00,1187.00,355.00,0.00,52.00,0.00,780.00
2023,3,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",192.00,45.00,12.10,0.00,14.15,0.00,18.75,0.00,0.00,2400.00,604.00,0.00,556.00,0.00,1240.00
2023,3,UA,United Air Lines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",9.00,4.00,2.12,0.00,0.02,0.00,1.86,1.00,0.00,251.00,117.00,0.00,1.00,0.00,133.00
2023,3,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",32.00,11.00,5.03,0.00,0.25,0.00,5.72,3.00,0.00,545.00,154.00,0.00,11.00,0.00,380.00
2023,3,UA,United Air Lines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",31.00,9.00,4.54,0.00,1.01,0.00,3.45,0.00,0.00,520.00,255.00,0.00,47.00,0.00,218.00
2023,3,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",520.00,100.00,40.57,0.00,17.06,0.00,42.37,3.00,0.00,5168.00,2046.00,0.00,531.00,0.00,2591.00
2023,3,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",124.00,26.00,8.66,0.00,5.37,0.00,11.97,0.00,0.00,1604.00,625.00,0.00,136.00,0.00,843.00
2023,3,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",158.00,27.00,11.22,0.00,10.53,0.00,5.26,0.00,5.00,1308.00,727.00,0.00,346.00,0.00,235.00
2023,3,UA,United Air Lines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",88.00,18.00,5.34,0.00,2.83,0.00,9.83,4.00,0.00,1192.00,301.00,0.00,68.00,0.00,823.00
2023,3,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",595.00,155.00,42.21,1.43,72.84,0.00,38.52,2.00,0.00,9427.00,2227.00,163.00,3907.00,0.00,3130.00
2023,3,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",805.00,218.00,73.45,1.18,94.49,0.00,48.87,1.00,1.00,10078.00,3454.00,106.00,3126.00,0.00,3392.00
2023,3,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",490.00,111.00,45.11,0.64,26.59,0.00,38.66,1.00,1.00,6348.00,2117.00,67.00,1111.00,0.00,3053.00
2023,3,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",139.00,37.00,15.46,0.00,9.80,0.00,11.73,1.00,1.00,2123.00,800.00,0.00,254.00,0.00,1069.00
2023,3,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",93.00,25.00,8.33,0.00,6.35,0.00,10.31,1.00,0.00,2017.00,688.00,0.00,201.00,0.00,1128.00
2023,3,UA,United Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",69.00,11.00,2.41,0.00,2.47,0.00,6.12,0.00,0.00,408.00,120.00,0.00,46.00,0.00,242.00
2023,3,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",626.00,103.00,45.02,0.82,19.90,0.00,37.25,3.00,0.00,7013.00,2178.00,658.00,719.00,0.00,3458.00
2023,3,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3822.00,1143.00,270.45,21.82,621.83,0.00,228.89,45.00,13.00,81541.00,23194.00,2441.00,35762.00,0.00,20144.00
2023,3,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",97.00,18.00,2.48,0.00,6.70,0.00,8.82,0.00,0.00,837.00,104.00,0.00,183.00,0.00,550.00
2023,3,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",247.00,57.00,24.98,1.00,18.76,0.00,12.25,0.00,0.00,3170.00,1155.00,224.00,915.00,0.00,876.00
2023,3,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",262.00,90.00,38.57,0.00,27.01,0.00,24.42,0.00,1.00,3990.00,1865.00,0.00,795.00,0.00,1330.00
2023,3,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",269.00,74.00,25.24,0.00,27.88,0.00,20.88,1.00,0.00,3442.00,988.00,0.00,935.00,0.00,1519.00
2023,3,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",520.00,127.00,43.38,0.00,45.14,0.00,38.48,3.00,1.00,5591.00,1666.00,0.00,1861.00,0.00,2064.00
2023,3,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31.00,3.00,1.69,0.00,0.33,0.00,0.98,0.00,0.00,586.00,72.00,0.00,12.00,0.00,502.00
2023,3,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",235.00,70.00,15.07,0.00,35.09,0.00,19.84,1.00,0.00,4352.00,712.00,0.00,1817.00,0.00,1823.00
2023,3,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",54.00,20.00,7.13,0.00,4.91,0.00,7.97,0.00,0.00,1126.00,423.00,0.00,199.00,0.00,504.00
2023,3,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",81.00,4.00,1.03,0.00,1.72,0.00,1.25,0.00,0.00,334.00,125.00,0.00,104.00,0.00,105.00
2023,3,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",95.00,19.00,8.80,0.00,0.23,0.00,9.97,6.00,0.00,1693.00,673.00,0.00,11.00,0.00,1009.00
2023,3,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",820.00,189.00,53.88,3.22,82.42,0.00,49.48,2.00,0.00,11535.00,2662.00,375.00,4343.00,0.00,4155.00
2023,3,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",59.00,18.00,7.94,0.00,4.28,0.00,5.79,1.00,0.00,932.00,410.00,0.00,220.00,0.00,302.00
2023,3,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",201.00,54.00,15.19,1.00,15.57,0.00,22.24,1.00,1.00,2534.00,655.00,29.00,449.00,0.00,1401.00
2023,3,UA,United Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",25.00,4.00,1.83,0.00,1.25,0.00,0.92,0.00,0.00,386.00,247.00,0.00,76.00,0.00,63.00
2023,3,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",761.00,172.00,50.92,2.21,27.81,0.72,90.34,5.00,0.00,6494.00,1734.00,140.00,905.00,34.00,3681.00
2023,3,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",296.00,68.00,25.15,0.10,9.16,0.00,33.60,14.00,1.00,3005.00,1031.00,11.00,351.00,0.00,1612.00
2023,3,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",205.00,45.00,9.22,2.63,3.76,0.00,29.39,3.00,0.00,2062.00,308.00,211.00,140.00,0.00,1403.00
2023,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2788.00,571.00,165.99,11.11,131.28,3.14,259.48,14.00,4.00,29026.00,7453.00,1209.00,6591.00,149.00,13624.00
2023,3,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",3139.00,657.00,180.23,1.65,164.33,1.96,308.83,26.00,6.00,28384.00,7480.00,77.00,5488.00,38.00,15301.00
2023,3,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",340.00,67.00,26.69,0.00,10.78,0.00,29.52,13.00,0.00,3316.00,1065.00,0.00,489.00,0.00,1762.00
2023,3,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",302.00,71.00,19.08,0.00,11.28,0.00,40.64,1.00,0.00,3303.00,646.00,0.00,481.00,0.00,2176.00
2023,3,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",89.00,21.00,4.40,0.00,0.87,0.00,15.73,0.00,0.00,1062.00,244.00,0.00,29.00,0.00,789.00
2023,3,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3937.00,723.00,221.11,6.07,99.65,3.85,392.32,59.00,23.00,33648.00,9652.00,569.00,4357.00,302.00,18768.00
2023,3,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",333.00,103.00,31.16,0.53,10.83,0.00,60.48,1.00,0.00,4777.00,1111.00,18.00,372.00,0.00,3276.00
2023,3,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",451.00,104.00,50.48,0.00,8.68,3.00,41.83,10.00,1.00,4052.00,1661.00,0.00,300.00,91.00,2000.00
2023,3,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",398.00,103.00,40.45,0.00,20.77,0.00,41.78,1.00,1.00,4816.00,1769.00,0.00,726.00,0.00,2321.00
2023,3,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1740.00,413.00,99.75,3.84,77.61,0.00,231.81,32.00,8.00,20386.00,4808.00,323.00,3398.00,0.00,11857.00
2023,3,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5671.00,879.00,228.26,6.53,125.69,4.60,513.92,61.00,1.00,45418.00,12035.00,614.00,4775.00,223.00,27771.00
2023,3,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",167.00,62.00,18.37,1.56,10.59,0.00,31.48,1.00,0.00,2628.00,672.00,135.00,485.00,0.00,1336.00
2023,3,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",299.00,53.00,22.14,0.00,8.52,0.00,22.34,1.00,0.00,2662.00,709.00,0.00,459.00,0.00,1494.00
2023,3,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",427.00,92.00,33.10,0.58,11.47,0.00,46.85,3.00,0.00,4124.00,1166.00,111.00,460.00,0.00,2387.00
2023,3,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",252.00,58.00,24.64,0.00,11.33,0.00,22.02,3.00,0.00,2676.00,1053.00,0.00,357.00,0.00,1266.00
2023,3,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",1022.00,236.00,83.02,0.84,33.02,0.36,118.76,11.00,1.00,12030.00,3783.00,94.00,1069.00,8.00,7076.00
